,MOVIES,RATING,PLOT,VOTES,RunTime,Gross,MOVIE ID,is_tv_movie,is_tv_special,is_tv_short,is_video_game
5611,Jihad: A Story of the Others,6.3,"An unflinching but sensitive and personal examination of jihadism and radicalisation, its causes and its possible solutions.",412,50.0,,3038,0,0,0,0
5612,Fish in a Tree,,"Based on the novel by Lynda Mullaly Hunt. Fish in a Tree is a fictitious novel about three kids: Ally, Albert and Keisha who all remarkably overcome their own challenges and conflicts.",,,,2210,0,0,0,0
5613,American Jesus,,Jesus Christ returns to Earth where he takes on the Antichrist in a final battle to save humankind.,,,,744,0,0,0,0
5614,The Fifth Risk,,"The chaos and mismanagement that ensued in the departments of Energy, Agriculture and Commerce after Obama's handoff to President Donald Trump.",,,,5629,0,0,0,0
5615,Caste,,The unspoken system that has shaped America and chronicles how lives today are defined by a hierarchy of human divisions.,,,,1344,0,0,0,0
5616,¡A cantar!,6.2,"Six people compete for a 30,000 euro reward by singing popular songs.",118,,,6862,0,0,0,0
5617,Harvey,,"A man befriends an invisible six foot-tall rabbit. A remake of the 1950 film, 'Harvey'.",,,,2596,0,0,0,0
5618,Takizawa Enbujo Zero,,"A movie adaptation of the ""Takizawa Kabuki"" series, a super entertainment by Japanese starring Hideaki Takizawa since 2006. After Takizawa announced his retirement in 2018, he was reborn as...                See full summary »",,139.0,,5361,0,0,0,0
5619,The 21st Annual Screen Actors Guild Awards,6.9,Add a Plot,66,,,5430,0,1,0,0
5620,Le Monde de demain,,"A series full of music about the famous french rap band NTM before it was even NTM, and about the arrival of hip hop in France, a time of changes, a portrait of France in the 80s.",,,,3431,0,0,0,0
5621,Life of Ryan: Caretaker Manager,7.3,"A film that follows Ryan Giggs through the 2013/14 Premiership season, as the greatest ever Manchester Utd player became the clubs manager and allowed unprecedented access behind the scenes at Old Trafford.",274,81.0,,3497,1,0,0,0
5622,Watashi ni unmei no koi nante arienaitte omotteta,6.2,"Riko Shirono doesn't have any big expectations for a man in her life, but she works as a love simulation game planner. She receives a request for a new love game from app company TIMEIS. ...                See full summary »",160,108.0,,6603,1,0,0,0
5623,Mo Amer: The Vagabond,7.4,Add a Plot,618,56.0,,3892,0,1,0,0
5624,Mr. Peabody & Sherman: A Journey WABAC,7.7,Go WABAC in time to 1959 for a look at the groundbreaking cartoon Peabody's Improbable History and get a sneak peek at the film Mr. Peabody & Sherman.,106,,,3974,0,0,0,0
5625,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),6.8,"Jen Kirkman's original comedy special delivers some sharp, hilarious truths about life at 40 as filmed at the North Door in Austin, Texas.","1,442",78.0,,3026,0,1,0,0
5626,Patria,7.1,"Paco Ignacio Taibo II brings his book trilogy to life, highlighting Mexico's history in 1854-1867, a period he considers foundational to the country.",87,89.0,,4373,0,0,0,0
5627,Behind the Curtain: Todrick Hall,6.8,Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.,298,100.0,,1017,0,0,0,0
5628,Burt's Buzz,6.6,"A look at the world of Burt Shavitz, the face and co-founder of Burt's Bees.",756,88.0,,1284,0,0,0,0
5629,Kevin James: Sweat the Small Stuff,7.5,"Kevin James. The big, sweaty, funny man from the hit sitcom The King of Queens performs his talents on stage.","1,046",60.0,,3210,0,1,0,0
5630,Ghost in the Machine,,"Follows the extraordinary story of Tanya Smith and how she created a sophisticated wire fraud scheme and outwitted the FBI and prosecutors, who underestimated her intelligence for years, before her life ultimately fell apart.",,,,2380,0,0,0,0
5631,Iyore,7.2,"Iyore (The Return) or as I like to call it ""Playing with Reincarnation"" is a twisted tale of love transcending from one lifetime to another and growing stronger each time it is reenacted. ...                See full summary »",20,140.0,,2977,0,0,0,0
5632,Revelations,7.3,"This anatomy of a marriage explores complications, sexuality, and guilt.",144,118.0,,4641,0,0,0,0
5633,A 3 Minute Hug,6.6,"How would you feel if you had no more than three minutes to hug your parents, nieces, and nephew of grandparents after more than a decade apart?",202,28.0,,507,0,0,0,0
5634,Mudbloods,6.7,Follows the resilient underdogs of the UCLA Quidditch team as they help transform Harry Potter's fictional sport into a real-life phenomenon and make their way to the Fifth Annual Quidditch World Cup in New York City.,256,89.0,,3980,0,0,0,0
5635,Klockorna i Gamla sta'n,5.0,"An extremely kind bailiff in Gamla Stan (Old Town) of Stockholm helps out ""clients"" in difficulty by supporting them with money from his own pocket. His neighbor is a jazz musician who plays in the evenings at a restaurant for a living.",81,112.0,,3263,0,0,0,0
5636,La guerra contra las mujeres,7.2,"A documentary examining the global phenomenon of rape as a ""weapon of war"" in various conflict zones, including Bosnia and the Democratic Republic of Congo.",62,62.0,,3361,0,0,0,0
5637,Gamunui wigi: Gamunui yeonggwang 2,5.9,"Mrs. Hong is the crime boss for a large mafia group. She orders her two sons, Kyung-Jae and Suk-Jae to find an elite wife for her eldest son In-Jae. In-Jae then meets beautiful Jin-Kyung, ...                See full summary »",450,115.0,,2329,0,0,0,0
5638,Snack World,3.9,"Welcome to SNACK WORLD! This is a nutty universe filled with dreams and adventures. Here, you can find everything from dragons to smart devices to Chup, the hyperactive hero of this story.",10,25.0,,5085,0,0,0,0
5639,Lynne Koplitz: Hormonal Beast,6.2,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want.",385,51.0,,3645,0,1,0,0
5640,Secret Unrequited Love,7.5,Add a Plot,11,,,4875,0,0,0,0
5641,Daemonium: Underground Soldier,4.1,"The story of Daemonium begins in an alternate universe to ours, in which Magic and Technology Coexist with Humans and Demons. In Daemonium we see Razor rise to power! (He will be the new ...                See full summary »",679,120.0,,1620,0,0,0,0
5642,A Tale of Two Kitchens,6.3,"Two countries, two restaurants, one vision. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",251,29.0,,563,0,0,0,0
5643,Hannibal Buress: Hannibal Takes Edinburgh,6.6,Hannibal Buress performs at the Edinburgh Fringe Festival which consists of doing a show every day for 28 days. It shows the progression of Buress's sets from his first to last day.,648,80.0,,2570,0,1,0,0
5644,Ripple,,Movie based on the short story by Max Taxe,,,,4677,0,0,0,0
5645,Carlos Almaraz: Playing with Fire,7.4,"Explore the life of Carlos Almaraz, a Chicano activist, sexual outlaw, and visionary painter of some of the most unforgettable images of Southern California.",47,82.0,,1332,0,0,0,0
5646,Presos,6.3,"A young girl gets involved in a family drama when she starts a secret friendship with a prison inmate. All parts involved, inside and outside, will have to deal with the consequences of ...                See full summary »",186,97.0,,4491,0,0,0,0
5647,Apenstreken,5.8,"Set around 1900, Apenstreken (Monkey Business) tells the story of orphan Wim, who badly wants to go to school, instead of spending his time doing forced labor in the city's factory. By his ...                See full summary »",131,87.0,,816,0,0,0,0
5648,Bella Donna's,5.9,"After the death of their best friend, three young women decide to complete her bucket list - only to find one particular entry exceptionally challenging: finding true love.",403,95.0,,1023,0,0,0,0
5649,I Am Not Your Perfect Mexican Daughter,,"Follows Julia Reyes who often clashes with her traditional parents, who wish she were more like her sister, a platonic ideal of a Mexican daughter. When her sister is killed, it is up to her to hold her family together.",,,,2828,0,0,0,0
5650,Meet the Voxels,,The life of a family of video game characters.,,,,3786,0,0,0,0
5651,Anthony Joshua: The Road to Klitschko,7.2,"Follows the IBF World Heavyweight champion over the course of two years as he prepares for the biggest fight of his career, how he rose to the pinnacle of his sport and how he relaxes away from the ring.",433,59.0,,805,1,0,0,0
5652,Kung Fu Elliot,6.5,"The film tells the bizarre story of Elliot 'White Lightning' Scott, who plans on becoming Canada's first kung fu action hero with his low-budget karate epic, Blood Fight.",335,81.0,,3294,0,0,0,0
5653,Chronicles of a Champion Golfer,8.1,"A sports documentary of the most iconic performances at The Open Championship, one of golf's most prestigious tournaments on the PGA tour. A selective group of legendary champions of the ...                See full summary »",36,30.0,,1445,0,0,0,0
5654,Nasce Uma Rainha,6.5,What happens when two godmothers decide to help aspiring drag queens and drag kings?,131,,,4084,0,0,0,0
5655,Reggie Watts: Spatial,6.1,"Completely improvised show weaving together sketches, short stories, and dream sequences, filmed live on a soundstage in Los Angeles, Watts waxes poetic about flight, grits, and guns.",480,61.0,,4615,0,1,0,0
5656,A Tiger in the Dark: The Decadence Saga,7.7,They have only one purpose...to find you.,50,128.0,,565,0,0,0,0
5657,Untitled Ayrton Senna Netflix Project,,"Fictional miniseries based on the life of Ayrton Senna da Silva, the Brazilian racing legend who won the Formula One World Drivers' Championship three times.",,,,6417,0,0,0,0
5658,Rodney Carrington: Here Comes the Truth,4.4,"Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight.",146,66.0,,4707,0,1,0,0
5659,Urzila Carlson: Overqualified Loser,6.2,"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers.",324,62.0,,6505,0,1,0,0
5660,Notes from Dunblane: Lesson from a School Shooting,5.9,"In the wake of the 2012 Sandy Hook Elementary School massacre that took the lives of 20 first graders and their teachers, local clergymen Father Bob Weiss receives a letter from a fellow ...                See full summary »",316,22.0,,4178,0,0,0,0
5661,Uganda Be Kidding Me Live,5.8,"A culmination of Chelsea Handler's stand-up comedy tour in support of her fourth New York Times #1 Bestseller, Uganda Be Kidding Me.","1,119",71.0,,6355,1,0,0,0
5662,Vessel,7.6,"A fearless sea captain sails a ship through loopholes in international law, providing abortions on the high seas, and leaving in her wake a network of emboldened activists who trust women to handle abortion on their own terms.",220,90.0,,6536,0,0,0,0
5663,Chiamatemi Francesco,7.5,A segment of Father Jorge Bergoglio's journey to papecy in a country torn apart by Argentine military dictator Jorge Rafael Videla.,159,,,1404,0,0,0,0
5664,DeRay Davis: How to Act Black,6.2,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",405,66.0,,1705,0,1,0,0
5665,Kingdom Come,,Add a Plot,,,,3246,0,0,0,0
5666,CT Fletcher: My Magnificent Obsession,7.6,"C.T. Fletcher shows you his story, and what he's all about.",578,101.0,,1300,0,0,0,0
5667,Bloom,,Women try to make their way in the world of fashion in post-WWII New York.,,,,1151,0,0,0,0
5668,Ao no ekusoshisuto: Kuro no iede,7.1,"Feeling insulted by Rin, Kuro runs away to find a new master",172,24.0,,812,0,0,0,0
5669,"Lusers, los amigos no se eligen",4.9,"Three guys from differents countries (Peru, Argentina and Chile) come together in a funny adventure through the jungle in order to get to the Final of the FIFA World Cup Brasil 2014.",394,95.0,,3641,0,0,0,0
5670,The Heart of a Woman,,"Three individuals wrestle with the decision to work in the sex industry in order to survive. They struggle physically, emotionally and spiritually to find legitimacy in a morally corrupt world that takes no prisoners.",,30.0,,5695,0,0,0,0
5671,Angel 'n' Devil,4.9,"At every turn, evil threatens to overtake good and rule the world. In a world known as the Copper Dimension, the K.O. Bad Girls are their last hope to fight off demons and other evil ...                See full summary »",33,50.0,,776,0,0,0,0
5672,Brent Morin: I'm Brent Morin,6.6,"In a witty solo show, Brent Morin serves up infectious laughs on the agony of puberty, hot guy problems and the time his girlfriend dumped him for a magician.",640,67.0,,1239,0,1,0,0
